Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Basic Sanity,Chrome 70.0.3538.77,,2018-11-04 09:43:58,2018-11-04 09:44:43,44.917s,PASSED
,,,,,,
Test Cases/Basic/Log In,Chrome 70.0.3538.77,,2018-11-04 09:43:59,2018-11-04 09:44:16,17.315s,PASSED
logIn.c_logIn.logIn,Chrome 70.0.3538.77,,2018-11-04 09:43:59,2018-11-04 09:44:11,12.175s,PASSED
waitForElementPresent,Chrome 70.0.3538.77,,2018-11-04 09:44:11,2018-11-04 09:44:13,1.608s,PASSED
delay,Chrome 70.0.3538.77,,2018-11-04 09:44:13,2018-11-04 09:44:14,1.021s,PASSED
click,Chrome 70.0.3538.77,,2018-11-04 09:44:14,2018-11-04 09:44:14,0.297s,PASSED
delay,Chrome 70.0.3538.77,,2018-11-04 09:44:14,2018-11-04 09:44:15,1.000s,PASSED
closeBrowser,Chrome 70.0.3538.77,,2018-11-04 09:44:15,2018-11-04 09:44:16,0.775s,PASSED
,,,,,,
Test Cases/Basic/Config Change,Chrome 70.0.3538.77,,2018-11-04 09:44:16,2018-11-04 09:44:43,27.056s,PASSED
Statement - randomNumber = java.lang.Math.round(java.lang.Math.random() * 1000).toString(),Chrome 70.0.3538.77,,2018-11-04 09:44:16,2018-11-04 09:44:16,0.018s,PASSED
logIn.c_logIn.logIn,Chrome 70.0.3538.77,,2018-11-04 09:44:16,2018-11-04 09:44:26,9.869s,PASSED
waitForElementPresent,Chrome 70.0.3538.77,,2018-11-04 09:44:26,2018-11-04 09:44:28,2.126s,PASSED
delay,Chrome 70.0.3538.77,,2018-11-04 09:44:28,2018-11-04 09:44:29,1.001s,PASSED
click,Chrome 70.0.3538.77,,2018-11-04 09:44:29,2018-11-04 09:44:30,0.288s,PASSED
Statement - Try,Chrome 70.0.3538.77,,2018-11-04 09:44:30,2018-11-04 09:44:30,0.239s,PASSED
waitForElementClickable,Chrome 70.0.3538.77,,2018-11-04 09:44:30,2018-11-04 09:44:30,0.656s,PASSED
setText,Chrome 70.0.3538.77,,2018-11-04 09:44:30,2018-11-04 09:44:31,0.124s,PASSED
Statement - checkValue = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(System Preferences/fax_Zip_Code)),Chrome 70.0.3538.77,,2018-11-04 09:44:31,2018-11-04 09:44:31,0.069s,PASSED
Statement - i = 0,Chrome 70.0.3538.77,,2018-11-04 09:44:31,2018-11-04 09:44:31,0.001s,PASSED
Statement - While (checkValue && i < 5),Chrome 70.0.3538.77,,2018-11-04 09:44:31,2018-11-04 09:44:31,0.000s,PASSED
setText,Chrome 70.0.3538.77,,2018-11-04 09:44:31,2018-11-04 09:44:31,0.155s,PASSED
delay,Chrome 70.0.3538.77,,2018-11-04 09:44:31,2018-11-04 09:44:32,1.001s,PASSED
click,Chrome 70.0.3538.77,,2018-11-04 09:44:32,2018-11-04 09:44:32,0.147s,PASSED
delay,Chrome 70.0.3538.77,,2018-11-04 09:44:32,2018-11-04 09:44:33,1.001s,PASSED
click,Chrome 70.0.3538.77,,2018-11-04 09:44:33,2018-11-04 09:44:33,0.217s,PASSED
delay,Chrome 70.0.3538.77,,2018-11-04 09:44:33,2018-11-04 09:44:34,1.001s,PASSED
click,Chrome 70.0.3538.77,,2018-11-04 09:44:34,2018-11-04 09:44:34,0.093s,PASSED
Statement - Try,Chrome 70.0.3538.77,,2018-11-04 09:44:34,2018-11-04 09:44:35,0.779s,PASSED
waitForElementClickable,Chrome 70.0.3538.77,,2018-11-04 09:44:35,2018-11-04 09:44:35,0.092s,PASSED
delay,Chrome 70.0.3538.77,,2018-11-04 09:44:35,2018-11-04 09:44:36,1.002s,PASSED
verifyElementAttributeValue,Chrome 70.0.3538.77,,2018-11-04 09:44:36,2018-11-04 09:44:36,0.081s,PASSED
delay,Chrome 70.0.3538.77,,2018-11-04 09:44:36,2018-11-04 09:44:37,1.001s,PASSED
executeJavaScript,Chrome 70.0.3538.77,,2018-11-04 09:44:37,2018-11-04 09:44:37,0.039s,PASSED
delay,Chrome 70.0.3538.77,,2018-11-04 09:44:37,2018-11-04 09:44:42,5.001s,PASSED
acceptAlert,Chrome 70.0.3538.77,,2018-11-04 09:44:42,2018-11-04 09:44:42,0.023s,PASSED
closeBrowser,Chrome 70.0.3538.77,,2018-11-04 09:44:42,2018-11-04 09:44:43,0.703s,PASSED
