Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
with real Users,Chrome 71.0.3578.98,,2019-01-02 17:26:57,2019-01-02 17:30:23,3m - 26.583s,PASSED
,,,,,,
Test Cases/Pre-Salary/One Driver Calc,Chrome 71.0.3578.98,,2019-01-02 17:26:57,2019-01-02 17:27:51,54.204s,PASSED
"login.c_login.logIn(site, userName, userPass)",Chrome 71.0.3578.98,,2019-01-02 17:26:58,2019-01-02 17:27:11,13.718s,PASSED
date = new java.util.Date(),Chrome 71.0.3578.98,,2019-01-02 17:27:11,2019-01-02 17:27:11,0.006s,PASSED
cal = Calendar.getInstance(),Chrome 71.0.3578.98,,2019-01-02 17:27:11,2019-01-02 17:27:11,0.006s,PASSED
cal.setTime(date),Chrome 71.0.3578.98,,2019-01-02 17:27:11,2019-01-02 17:27:11,0.010s,PASSED
month = cal.get(MONTH) + 1,Chrome 71.0.3578.98,,2019-01-02 17:27:11,2019-01-02 17:27:11,0.003s,PASSED
year = cal.get(YEAR),Chrome 71.0.3578.98,,2019-01-02 17:27:11,2019-01-02 17:27:11,0.003s,PASSED
"dayStr = ""01""",Chrome 71.0.3578.98,,2019-01-02 17:27:11,2019-01-02 17:27:11,0.000s,PASSED
"monthStr = """"",Chrome 71.0.3578.98,,2019-01-02 17:27:11,2019-01-02 17:27:11,0.002s,PASSED
yearStr = year.toString(),Chrome 71.0.3578.98,,2019-01-02 17:27:11,2019-01-02 17:27:11,0.002s,PASSED
if (month < 10),Chrome 71.0.3578.98,,2019-01-02 17:27:11,2019-01-02 17:27:11,0.005s,PASSED
fullDate = dayStr + monthStr + yearStr,Chrome 71.0.3578.98,,2019-01-02 17:27:11,2019-01-02 17:27:11,0.001s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-02 17:27:11,2019-01-02 17:27:12,1.026s,PASSED
"waitForElementPresent(findTestObject(""General/mainEmptyBackground""), 15)",Chrome 71.0.3578.98,,2019-01-02 17:27:12,2019-01-02 17:27:12,0.036s,PASSED
"isPreSalaryTabOpen = waitForElementPresent(findTestObject(""Pre-Salary/preSalaryTab""), 5)",Chrome 71.0.3578.98,,2019-01-02 17:27:12,2019-01-02 17:27:18,5.962s,PASSED
if (!(isPreSalaryTabOpen)),Chrome 71.0.3578.98,,2019-01-02 17:27:18,2019-01-02 17:27:20,1.287s,PASSED
"waitForElementPresent(findTestObject(""Pre-Salary/Filters/Date Picker Start/datePickerInputField""), 15)",Chrome 71.0.3578.98,,2019-01-02 17:27:20,2019-01-02 17:27:20,0.542s,PASSED
"click(findTestObject(""Pre-Salary/Filters/Date Picker Start/datePickerInputField""))",Chrome 71.0.3578.98,,2019-01-02 17:27:20,2019-01-02 17:27:20,0.241s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-02 17:27:20,2019-01-02 17:27:21,1.002s,PASSED
"setText(findTestObject(""Pre-Salary/Filters/Date Picker Start/datePickerInputField""), """")",Chrome 71.0.3578.98,,2019-01-02 17:27:21,2019-01-02 17:27:22,0.096s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-02 17:27:22,2019-01-02 17:27:23,1.001s,PASSED
"setText(findTestObject(""Pre-Salary/Filters/Date Picker Start/datePickerInputField""), fullDate)",Chrome 71.0.3578.98,,2019-01-02 17:27:23,2019-01-02 17:27:23,0.264s,PASSED
"waitForElementPresent(findTestObject(""Pre-Salary/Filters/Date Picker Start/datePickerInputField""), 15)",Chrome 71.0.3578.98,,2019-01-02 17:27:23,2019-01-02 17:27:23,0.019s,PASSED
"waitForElementNotPresent(findTestObject(""Pre-Salary/Filters/Drivers Dropdown/isLoadingDropdown""), 15)",Chrome 71.0.3578.98,,2019-01-02 17:27:23,2019-01-02 17:27:23,0.075s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-02 17:27:23,2019-01-02 17:27:24,1.002s,PASSED
"click(findTestObject(""Pre-Salary/Filters/Drivers Dropdown/driversListDropdownOpen""))",Chrome 71.0.3578.98,,2019-01-02 17:27:24,2019-01-02 17:27:24,0.183s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-02 17:27:24,2019-01-02 17:27:25,1.002s,PASSED
try,Chrome 71.0.3578.98,,2019-01-02 17:27:25,2019-01-02 17:27:25,0.142s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-02 17:27:25,2019-01-02 17:27:26,1.001s,PASSED
"click(findTestObject(""Pre-Salary/Filters/Drivers Dropdown/driversListDropdownSelectFirstDriver""))",Chrome 71.0.3578.98,,2019-01-02 17:27:26,2019-01-02 17:27:26,0.110s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-02 17:27:26,2019-01-02 17:27:27,1.001s,PASSED
"click(findTestObject(""Pre-Salary/Data Status/importButton""))",Chrome 71.0.3578.98,,2019-01-02 17:27:27,2019-01-02 17:27:28,0.424s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-02 17:27:28,2019-01-02 17:27:29,1.002s,PASSED
