Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Pre Salary,Chrome 73.0.3683.103,,2019-04-30 16:28:19,2019-04-30 16:41:49,13m - 30.099s,PASSED
,,,,,,
Test Cases/Pre-Salary/One Driver Calc,Chrome 73.0.3683.103,,2019-04-30 16:28:20,2019-04-30 16:29:53,1m - 33.010s,PASSED
"login.c_login.logIn(site, userName, userPass)",Chrome 73.0.3683.103,,2019-04-30 16:28:20,2019-04-30 16:28:45,24.513s,PASSED
date = new java.util.Date(),Chrome 73.0.3683.103,,2019-04-30 16:28:45,2019-04-30 16:28:45,0.006s,PASSED
cal = Calendar.getInstance(),Chrome 73.0.3683.103,,2019-04-30 16:28:45,2019-04-30 16:28:45,0.007s,PASSED
cal.setTime(date),Chrome 73.0.3683.103,,2019-04-30 16:28:45,2019-04-30 16:28:45,0.010s,PASSED
month = cal.get(MONTH) + 1,Chrome 73.0.3683.103,,2019-04-30 16:28:45,2019-04-30 16:28:45,0.002s,PASSED
year = cal.get(YEAR),Chrome 73.0.3683.103,,2019-04-30 16:28:45,2019-04-30 16:28:45,0.001s,PASSED
"dayStr = ""01""",Chrome 73.0.3683.103,,2019-04-30 16:28:45,2019-04-30 16:28:45,0.001s,PASSED
"monthStr = """"",Chrome 73.0.3683.103,,2019-04-30 16:28:45,2019-04-30 16:28:45,0.000s,PASSED
yearStr = year.toString(),Chrome 73.0.3683.103,,2019-04-30 16:28:45,2019-04-30 16:28:45,0.002s,PASSED
if (month < 10),Chrome 73.0.3683.103,,2019-04-30 16:28:45,2019-04-30 16:28:45,0.007s,PASSED
fullDate = dayStr + monthStr + yearStr,Chrome 73.0.3683.103,,2019-04-30 16:28:45,2019-04-30 16:28:45,0.001s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-30 16:28:45,2019-04-30 16:28:46,1.030s,PASSED
"waitForElementPresent(findTestObject(""General/mainEmptyBackground""), 15)",Chrome 73.0.3683.103,,2019-04-30 16:28:46,2019-04-30 16:28:48,2.091s,PASSED
"isPreSalaryTabOpen = waitForElementPresent(findTestObject(""Pre-Salary/preSalaryTab""), 5)",Chrome 73.0.3683.103,,2019-04-30 16:28:48,2019-04-30 16:28:54,6.146s,PASSED
if (!(isPreSalaryTabOpen)),Chrome 73.0.3683.103,,2019-04-30 16:28:54,2019-04-30 16:28:56,1.356s,PASSED
"waitForElementNotPresent(findTestObject(""General/loadingBar""), 30)",Chrome 73.0.3683.103,,2019-04-30 16:28:56,2019-04-30 16:29:06,10.248s,PASSED
"waitForElementNotPresent(findTestObject(""Pre-Salary/Filters/Drivers Dropdown/isLoadingDropdown""), 15)",Chrome 73.0.3683.103,,2019-04-30 16:29:06,2019-04-30 16:29:06,0.037s,PASSED
"waitForElementPresent(findTestObject(""Pre-Salary/Filters/Date Picker Start/datePickerInputField""), 15)",Chrome 73.0.3683.103,,2019-04-30 16:29:06,2019-04-30 16:29:06,0.041s,PASSED
delay(5),Chrome 73.0.3683.103,,2019-04-30 16:29:06,2019-04-30 16:29:11,5.004s,PASSED
"click(findTestObject(""Pre-Salary/Filters/Date Picker Start/datePickerInputField""))",Chrome 73.0.3683.103,,2019-04-30 16:29:11,2019-04-30 16:29:11,0.107s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-30 16:29:11,2019-04-30 16:29:12,1.004s,PASSED
"setText(findTestObject(""Pre-Salary/Filters/Date Picker Start/datePickerInputField""), """")",Chrome 73.0.3683.103,,2019-04-30 16:29:12,2019-04-30 16:29:12,0.118s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-30 16:29:12,2019-04-30 16:29:13,1.005s,PASSED
"setText(findTestObject(""Pre-Salary/Filters/Date Picker Start/datePickerInputField""), fullDate)",Chrome 73.0.3683.103,,2019-04-30 16:29:13,2019-04-30 16:29:13,0.206s,PASSED
"waitForElementPresent(findTestObject(""Pre-Salary/Filters/Date Picker Start/datePickerInputField""), 15)",Chrome 73.0.3683.103,,2019-04-30 16:29:13,2019-04-30 16:29:13,0.019s,PASSED
"waitForElementNotPresent(findTestObject(""Pre-Salary/Filters/Drivers Dropdown/isLoadingDropdown""), 15)",Chrome 73.0.3683.103,,2019-04-30 16:29:13,2019-04-30 16:29:13,0.020s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-30 16:29:13,2019-04-30 16:29:14,1.002s,PASSED
try,Chrome 73.0.3683.103,,2019-04-30 16:29:14,2019-04-30 16:29:15,0.251s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-30 16:29:15,2019-04-30 16:29:16,1.003s,PASSED
try,Chrome 73.0.3683.103,,2019-04-30 16:29:16,2019-04-30 16:29:16,0.155s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-30 16:29:16,2019-04-30 16:29:17,1.002s,PASSED
"click(findTestObject(""Pre-Salary/Filters/Drivers Dropdown/driversListDropdownSelectFirstDriver""))",Chrome 73.0.3683.103,,2019-04-30 16:29:17,2019-04-30 16:29:17,0.131s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-30 16:29:17,2019-04-30 16:29:18,1.003s,PASSED
"click(findTestObject(""Pre-Salary/Data Status/importButton""))",Chrome 73.0.3683.103,,2019-04-30 16:29:18,2019-04-30 16:29:18,0.464s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-30 16:29:18,2019-04-30 16:29:19,1.003s,PASSED
try,Chrome 73.0.3683.103,,2019-04-30 16:29:19,2019-04-30 16:29:50,30.106s,PASSED
"waitForElementPresent(findTestObject(""Pre-Salary/Employee Details/driversReportTable""), 20)",Chrome 73.0.3683.103,,2019-04-30 16:29:50,2019-04-30 16:29:52,2.167s,PASSED
"waitForElementPresent(findTestObject(""Pre-Salary/Employee Details/driversReportTable""), 20)",Chrome 73.0.3683.103,,2019-04-30 16:29:52,2019-04-30 16:29:52,0.028s,PASSED
"verifyElementPresent(findTestObject(""Pre-Salary/Employee Details/driversReportTable""), 2)",Chrome 73.0.3683.103,,2019-04-30 16:29:52,2019-04-30 16:29:52,0.024s,PASSED
"verifyElementPresent(findTestObject(""Pre-Salary/Employee Details/driversCodeId_InDriversReportTableHeader""), 2)",Chrome 73.0.3683.103,,2019-04-30 16:29:52,2019-04-30 16:29:52,0.030s,PASSED
"driverCodeFromReport = getText(findTestObject(""Pre-Salary/Employee Details/driversCodeId_InDriversReportTableHeader""))",Chrome 73.0.3683.103,,2019-04-30 16:29:52,2019-04-30 16:29:52,0.048s,PASSED
if (driverCodeFromReport != driver_Id && !(driverCodeFromReport.contains(driver_Id))),Chrome 73.0.3683.103,,2019-04-30 16:29:52,2019-04-30 16:29:52,0.000s,PASSED
"waitForElementPresent(findTestObject(""Pre-Salary/Employee Details/rightSideTable""), 10)",Chrome 73.0.3683.103,,2019-04-30 16:29:52,2019-04-30 16:29:52,0.025s,PASSED
"verifyElementPresent(findTestObject(""Pre-Salary/Employee Details/rightSideTable""), 2)",Chrome 73.0.3683.103,,2019-04-30 16:29:52,2019-04-30 16:29:52,0.018s,PASSED
"waitForElementPresent(findTestObject(""Pre-Salary/Employee Details/rightSideTableDriversId""), 10)",Chrome 73.0.3683.103,,2019-04-30 16:29:52,2019-04-30 16:29:52,0.026s,PASSED
"verifyElementPresent(findTestObject(""Pre-Salary/Employee Details/rightSideTableDriversId""), 2)",Chrome 73.0.3683.103,,2019-04-30 16:29:52,2019-04-30 16:29:52,0.018s,PASSED
"driversCodeFromRightSideTable = getText(findTestObject(""Pre-Salary/Employee Details/rightSideTableDriversId""))",Chrome 73.0.3683.103,,2019-04-30 16:29:52,2019-04-30 16:29:52,0.037s,PASSED
if (!(driversCodeFromRightSideTable.contains(driver_Id))),Chrome 73.0.3683.103,,2019-04-30 16:29:52,2019-04-30 16:29:52,0.001s,PASSED
closeBrowser(),Chrome 73.0.3683.103,,2019-04-30 16:29:52,2019-04-30 16:29:53,0.696s,PASSED
,,,,,,
Test Cases/Pre-Salary/One Driver Calc,Chrome 73.0.3683.103,,2019-04-30 16:29:53,2019-04-30 16:30:53,1m - 0.427s,PASSED
"login.c_login.logIn(site, userName, userPass)",Chrome 73.0.3683.103,,2019-04-30 16:29:53,2019-04-30 16:30:09,16.271s,PASSED
date = new java.util.Date(),Chrome 73.0.3683.103,,2019-04-30 16:30:09,2019-04-30 16:30:09,0.000s,PASSED
cal = Calendar.getInstance(),Chrome 73.0.3683.103,,2019-04-30 16:30:09,2019-04-30 16:30:09,0.001s,PASSED
cal.setTime(date),Chrome 73.0.3683.103,,2019-04-30 16:30:09,2019-04-30 16:30:09,0.000s,PASSED
month = cal.get(MONTH) + 1,Chrome 73.0.3683.103,,2019-04-30 16:30:09,2019-04-30 16:30:09,0.001s,PASSED
year = cal.get(YEAR),Chrome 73.0.3683.103,,2019-04-30 16:30:09,2019-04-30 16:30:09,0.000s,PASSED
"dayStr = ""01""",Chrome 73.0.3683.103,,2019-04-30 16:30:09,2019-04-30 16:30:09,0.001s,PASSED
"monthStr = """"",Chrome 73.0.3683.103,,2019-04-30 16:30:09,2019-04-30 16:30:09,0.000s,PASSED
yearStr = year.toString(),Chrome 73.0.3683.103,,2019-04-30 16:30:09,2019-04-30 16:30:09,0.000s,PASSED
if (month < 10),Chrome 73.0.3683.103,,2019-04-30 16:30:09,2019-04-30 16:30:09,0.001s,PASSED
fullDate = dayStr + monthStr + yearStr,Chrome 73.0.3683.103,,2019-04-30 16:30:09,2019-04-30 16:30:09,0.001s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-30 16:30:09,2019-04-30 16:30:10,1.002s,PASSED
"waitForElementPresent(findTestObject(""General/mainEmptyBackground""), 15)",Chrome 73.0.3683.103,,2019-04-30 16:30:10,2019-04-30 16:30:12,1.579s,PASSED
