Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Command and Control,Chrome 73.0.3683.103,,2019-04-30 14:07:28,2019-04-30 14:09:47,2m - 18.850s,PASSED
,,,,,,
Test Cases/Command and Control/Control tasks,Chrome 73.0.3683.103,,2019-04-30 14:07:29,2019-04-30 14:08:22,53.490s,PASSED
"login.c_login.logIn(site, userName, userPass)",Chrome 73.0.3683.103,,2019-04-30 14:07:29,2019-04-30 14:07:42,12.926s,PASSED
delay(1),Chrome 73.0.3683.103,"login
",2019-04-30 14:07:42,2019-04-30 14:07:43,1.024s,PASSED
"waitForElementPresent(findTestObject(""General/mainEmptyBackground""), 15)",Chrome 73.0.3683.103,,2019-04-30 14:07:43,2019-04-30 14:07:45,1.603s,PASSED
"waitForElementPresent(findTestObject(""Nav Bar/commandAndControl""), 15)",Chrome 73.0.3683.103,,2019-04-30 14:07:45,2019-04-30 14:07:46,0.537s,PASSED
"waitForElementNotPresent(findTestObject(""General/loadingBar""), 15)",Chrome 73.0.3683.103,,2019-04-30 14:07:46,2019-04-30 14:07:52,6.938s,PASSED
"isControldTasksOpen = waitForElementPresent(findTestObject(""Command and Control/Tasks Control/taskControlView""), 15)",Chrome 73.0.3683.103,check if task control view is already open,2019-04-30 14:07:52,2019-04-30 14:08:08,15.505s,PASSED
if (!(isControldTasksOpen)),Chrome 73.0.3683.103,if task control view is not open then open it,2019-04-30 14:08:08,2019-04-30 14:08:09,1.265s,PASSED
"waitForElementPresent(findTestObject(""Command and Control/Tasks Control/taskControlView""), 15)",Chrome 73.0.3683.103,,2019-04-30 14:08:09,2019-04-30 14:08:09,0.029s,PASSED
"waitForElementNotPresent(findTestObject(""General/loadingBar""), 15)",Chrome 73.0.3683.103,,2019-04-30 14:08:09,2019-04-30 14:08:09,0.022s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-30 14:08:09,2019-04-30 14:08:10,1.003s,PASSED
"waitForElementVisible(findTestObject(""Command and Control/Tasks Control/dateField""), 15)",Chrome 73.0.3683.103,check if date field exist,2019-04-30 14:08:10,2019-04-30 14:08:10,0.066s,PASSED
"verifyElementVisibleInViewport(findTestObject(""Command and Control/Tasks Control/dateField""), 5)",Chrome 73.0.3683.103,,2019-04-30 14:08:10,2019-04-30 14:08:10,0.103s,PASSED
"waitForElementVisible(findTestObject(""Command and Control/Tasks Control/footer""), 15)",Chrome 73.0.3683.103,check if footer exist,2019-04-30 14:08:10,2019-04-30 14:08:11,0.291s,PASSED
"verifyElementVisibleInViewport(findTestObject(""Command and Control/Tasks Control/footer""), 5)",Chrome 73.0.3683.103,,2019-04-30 14:08:11,2019-04-30 14:08:11,0.079s,PASSED
"waitForElementVisible(findTestObject(""Command and Control/Tasks Control/mainTable""), 15)",Chrome 73.0.3683.103,check if main table exist,2019-04-30 14:08:11,2019-04-30 14:08:11,0.040s,PASSED
