Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
12-11-2018,Chrome 70.0.3538.102,,2018-11-21 10:34:49,2018-11-21 10:36:56,2m - 7.925s,FAILED
,,,,,,
Test Cases/Basic/Log In,Chrome 70.0.3538.102,,2018-11-21 10:34:49,2018-11-21 10:35:10,20.707s,PASSED
login.c_login.logIn,Chrome 70.0.3538.102,,2018-11-21 10:34:49,2018-11-21 10:35:03,13.943s,PASSED
waitForElementPresent,Chrome 70.0.3538.102,,2018-11-21 10:35:03,2018-11-21 10:35:07,3.356s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-21 10:35:07,2018-11-21 10:35:08,1.020s,PASSED
click,Chrome 70.0.3538.102,,2018-11-21 10:35:08,2018-11-21 10:35:08,0.247s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-21 10:35:08,2018-11-21 10:35:09,1.002s,PASSED
closeBrowser,Chrome 70.0.3538.102,,2018-11-21 10:35:09,2018-11-21 10:35:10,0.722s,PASSED
,,,,,,
Test Cases/Basic/Config Change,Chrome 70.0.3538.102,,2018-11-21 10:35:10,2018-11-21 10:35:47,36.981s,PASSED
Statement - randomNumberInt = java.lang.Math.floor(java.lang.Math.random() * 999 - 100 + 1) + 100,Chrome 70.0.3538.102,,2018-11-21 10:35:10,2018-11-21 10:35:10,0.007s,PASSED
Statement - randomNumber = randomNumberInt.toString(),Chrome 70.0.3538.102,,2018-11-21 10:35:10,2018-11-21 10:35:10,0.016s,PASSED
login.c_login.logIn,Chrome 70.0.3538.102,,2018-11-21 10:35:10,2018-11-21 10:35:24,14.402s,PASSED
waitForElementPresent,Chrome 70.0.3538.102,,2018-11-21 10:35:24,2018-11-21 10:35:29,4.262s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-21 10:35:29,2018-11-21 10:35:30,1.001s,PASSED
click,Chrome 70.0.3538.102,,2018-11-21 10:35:30,2018-11-21 10:35:30,0.217s,PASSED
Statement - Try,Chrome 70.0.3538.102,,2018-11-21 10:35:30,2018-11-21 10:35:31,1.201s,PASSED
Statement - Try,Chrome 70.0.3538.102,,2018-11-21 10:35:31,2018-11-21 10:35:32,1.114s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-21 10:35:32,2018-11-21 10:35:34,2.001s,PASSED
Statement - checkValue = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(System Preferences/System/General/fax_Zip_Code)),Chrome 70.0.3538.102,,2018-11-21 10:35:34,2018-11-21 10:35:34,0.071s,PASSED
Statement - i = 0,Chrome 70.0.3538.102,,2018-11-21 10:35:34,2018-11-21 10:35:34,0.000s,PASSED
Statement - While (checkValue && i < 10),Chrome 70.0.3538.102,,2018-11-21 10:35:34,2018-11-21 10:35:34,0.000s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-21 10:35:34,2018-11-21 10:35:35,0.212s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-21 10:35:35,2018-11-21 10:35:36,1.008s,PASSED
click,Chrome 70.0.3538.102,,2018-11-21 10:35:36,2018-11-21 10:35:36,0.177s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-21 10:35:36,2018-11-21 10:35:37,1.002s,PASSED
click,Chrome 70.0.3538.102,,2018-11-21 10:35:37,2018-11-21 10:35:37,0.171s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-21 10:35:37,2018-11-21 10:35:38,1.001s,PASSED
click,Chrome 70.0.3538.102,,2018-11-21 10:35:38,2018-11-21 10:35:38,0.137s,PASSED
Statement - Try,Chrome 70.0.3538.102,,2018-11-21 10:35:38,2018-11-21 10:35:39,0.752s,PASSED
Statement - Try,Chrome 70.0.3538.102,,2018-11-21 10:35:39,2018-11-21 10:35:41,2.185s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-21 10:35:41,2018-11-21 10:35:46,5.000s,PASSED
acceptAlert,Chrome 70.0.3538.102,,2018-11-21 10:35:46,2018-11-21 10:35:46,0.049s,PASSED
closeBrowser,Chrome 70.0.3538.102,,2018-11-21 10:35:46,2018-11-21 10:35:47,0.716s,PASSED
,,,,,,
Test Cases/Entities Creator/Create Personnel,Chrome 70.0.3538.102,,2018-11-21 10:35:47,2018-11-21 10:36:39,52.225s,PASSED
