Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Pre Salary,Chrome 73.0.3683.103,,2019-05-01 10:14:36,2019-05-01 10:28:01,13m - 24.263s,FAILED
,,,,,,
Test Cases/Pre-Salary/One Driver Calc,Chrome 73.0.3683.103,,2019-05-01 10:14:37,2019-05-01 10:15:41,1m - 4.732s,PASSED
"login.c_login.logIn(site, userName, userPass)",Chrome 73.0.3683.103,,2019-05-01 10:14:37,2019-05-01 10:14:59,21.541s,PASSED
date = new java.util.Date(),Chrome 73.0.3683.103,,2019-05-01 10:14:59,2019-05-01 10:14:59,0.007s,PASSED
cal = Calendar.getInstance(),Chrome 73.0.3683.103,,2019-05-01 10:14:59,2019-05-01 10:14:59,0.007s,PASSED
cal.setTime(date),Chrome 73.0.3683.103,,2019-05-01 10:14:59,2019-05-01 10:14:59,0.011s,PASSED
month = cal.get(MONTH) + 1,Chrome 73.0.3683.103,,2019-05-01 10:14:59,2019-05-01 10:14:59,0.002s,PASSED
year = cal.get(YEAR),Chrome 73.0.3683.103,,2019-05-01 10:14:59,2019-05-01 10:14:59,0.001s,PASSED
"dayStr = ""01""",Chrome 73.0.3683.103,,2019-05-01 10:14:59,2019-05-01 10:14:59,0.001s,PASSED
"monthStr = """"",Chrome 73.0.3683.103,,2019-05-01 10:14:59,2019-05-01 10:14:59,0.001s,PASSED
yearStr = year.toString(),Chrome 73.0.3683.103,,2019-05-01 10:14:59,2019-05-01 10:14:59,0.001s,PASSED
if (month < 10),Chrome 73.0.3683.103,,2019-05-01 10:14:59,2019-05-01 10:14:59,0.003s,PASSED
fullDate = dayStr + monthStr + yearStr,Chrome 73.0.3683.103,,2019-05-01 10:14:59,2019-05-01 10:14:59,0.006s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-05-01 10:14:59,2019-05-01 10:15:00,1.051s,PASSED
"waitForElementPresent(findTestObject(""General/mainEmptyBackground""), 15)",Chrome 73.0.3683.103,,2019-05-01 10:15:00,2019-05-01 10:15:02,1.579s,PASSED
"isPreSalaryTabOpen = waitForElementPresent(findTestObject(""Pre-Salary/preSalaryTab""), 5)",Chrome 73.0.3683.103,,2019-05-01 10:15:02,2019-05-01 10:15:07,5.167s,PASSED
if (!(isPreSalaryTabOpen)),Chrome 73.0.3683.103,,2019-05-01 10:15:07,2019-05-01 10:15:09,2.410s,PASSED
"waitForElementNotPresent(findTestObject(""General/loadingBar""), 30)",Chrome 73.0.3683.103,,2019-05-01 10:15:09,2019-05-01 10:15:09,0.081s,PASSED
"waitForElementNotPresent(findTestObject(""Pre-Salary/Filters/Drivers Dropdown/isLoadingDropdown""), 15)",Chrome 73.0.3683.103,,2019-05-01 10:15:09,2019-05-01 10:15:09,0.032s,PASSED
"waitForElementPresent(findTestObject(""Pre-Salary/Filters/Date Picker Start/datePickerInputField""), 15)",Chrome 73.0.3683.103,,2019-05-01 10:15:09,2019-05-01 10:15:10,0.598s,PASSED
delay(5),Chrome 73.0.3683.103,,2019-05-01 10:15:10,2019-05-01 10:15:15,5.004s,PASSED
"click(findTestObject(""Pre-Salary/Filters/Date Picker Start/datePickerInputField""))",Chrome 73.0.3683.103,,2019-05-01 10:15:15,2019-05-01 10:15:15,0.105s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-05-01 10:15:15,2019-05-01 10:15:16,1.004s,PASSED
"setText(findTestObject(""Pre-Salary/Filters/Date Picker Start/datePickerInputField""), """")",Chrome 73.0.3683.103,,2019-05-01 10:15:16,2019-05-01 10:15:16,0.106s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-05-01 10:15:16,2019-05-01 10:15:17,1.002s,PASSED
"setText(findTestObject(""Pre-Salary/Filters/Date Picker Start/datePickerInputField""), fullDate)",Chrome 73.0.3683.103,,2019-05-01 10:15:17,2019-05-01 10:15:17,0.197s,PASSED
"waitForElementPresent(findTestObject(""Pre-Salary/Filters/Date Picker Start/datePickerInputField""), 15)",Chrome 73.0.3683.103,,2019-05-01 10:15:17,2019-05-01 10:15:17,0.024s,PASSED
"waitForElementNotPresent(findTestObject(""Pre-Salary/Filters/Drivers Dropdown/isLoadingDropdown""), 15)",Chrome 73.0.3683.103,,2019-05-01 10:15:17,2019-05-01 10:15:19,1.360s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-05-01 10:15:19,2019-05-01 10:15:20,1.003s,PASSED
try,Chrome 73.0.3683.103,,2019-05-01 10:15:20,2019-05-01 10:15:20,0.200s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-05-01 10:15:20,2019-05-01 10:15:21,1.003s,PASSED
try,Chrome 73.0.3683.103,,2019-05-01 10:15:21,2019-05-01 10:15:21,0.165s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-05-01 10:15:21,2019-05-01 10:15:22,1.003s,PASSED
"click(findTestObject(""Pre-Salary/Filters/Drivers Dropdown/driversListDropdownSelectFirstDriver""))",Chrome 73.0.3683.103,,2019-05-01 10:15:22,2019-05-01 10:15:22,0.138s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-05-01 10:15:22,2019-05-01 10:15:23,1.003s,PASSED
"click(findTestObject(""Pre-Salary/Data Status/importButton""))",Chrome 73.0.3683.103,,2019-05-01 10:15:23,2019-05-01 10:15:24,0.491s,PASSED
