Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Working Ticket Confirmation,Chrome 74.0.3729.131,,2019-05-15 11:03:11,2019-05-15 11:04:49,1m - 37.437s,PASSED
,,,,,,
Test Cases/Working Tciket Confirmation/Working Ticket Sanity,Chrome 74.0.3729.131,,2019-05-15 11:03:12,2019-05-15 11:04:49,1m - 37.098s,PASSED
"login.c_login.logIn(site, userName, userPass)",Chrome 74.0.3729.131,,2019-05-15 11:03:13,2019-05-15 11:03:25,12.730s,PASSED
delay(1),Chrome 74.0.3729.131,login,2019-05-15 11:03:25,2019-05-15 11:03:26,1.024s,PASSED
"waitForElementPresent(findTestObject(""General/mainEmptyBackground""), 15)",Chrome 74.0.3729.131,enter drivers ticket confiramtion view,2019-05-15 11:03:26,2019-05-15 11:03:28,2.138s,PASSED
"isWorkingTicketOpen = waitForElementPresent(findTestObject(""Nav Bar/Nav Bar Funds/workingTicketConfirmation""), 5)",Chrome 74.0.3729.131,,2019-05-15 11:03:28,2019-05-15 11:03:34,5.529s,PASSED
if (!(isWorkingTicketOpen)),Chrome 74.0.3729.131,,2019-05-15 11:03:34,2019-05-15 11:03:35,1.379s,PASSED
delay(1),Chrome 74.0.3729.131,,2019-05-15 11:03:35,2019-05-15 11:03:36,1.002s,PASSED
"waitForElementVisible(findTestObject(""Driver Ticket Confirmation/driverTciketView""), 15)",Chrome 74.0.3729.131,wait for loading,2019-05-15 11:03:36,2019-05-15 11:03:36,0.124s,PASSED
"waitForElementNotPresent(findTestObject(""General/loadingBar""), 15)",Chrome 74.0.3729.131,,2019-05-15 11:03:36,2019-05-15 11:03:48,12.017s,PASSED
"verifyElementVisibleInViewport(findTestObject(""Driver Ticket Confirmation/driverTciketView""), 5)",Chrome 74.0.3729.131,,2019-05-15 11:03:48,2019-05-15 11:03:49,0.097s,PASSED
"waitForElementNotPresent(findTestObject(""General/dropdownListSpinner""), 15)",Chrome 74.0.3729.131,,2019-05-15 11:03:49,2019-05-15 11:03:49,0.032s,PASSED
"verifyElementNotPresent(findTestObject(""General/dropdownListSpinner""), 5)",Chrome 74.0.3729.131,,2019-05-15 11:03:49,2019-05-15 11:03:49,0.055s,PASSED
"waitForElementNotPresent(findTestObject(""General/gridLoadingBar""), 15)",Chrome 74.0.3729.131,,2019-05-15 11:03:49,2019-05-15 11:03:49,0.030s,PASSED
"verifyElementNotPresent(findTestObject(""General/gridLoadingBar""), 5)",Chrome 74.0.3729.131,,2019-05-15 11:03:49,2019-05-15 11:03:49,0.020s,PASSED
"waitForElementPresent(findTestObject(""Driver Ticket Confirmation/driversTable""), 15)",Chrome 74.0.3729.131,check if tables exist,2019-05-15 11:03:49,2019-05-15 11:03:49,0.028s,PASSED
