Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
with real Users,Chrome 71.0.3578.98,,2019-01-03 12:50:38,2019-01-03 12:58:29,7m - 51.524s,FAILED
,,,,,,
Test Cases/Pre-Salary/One Driver Calc,Chrome 71.0.3578.98,,2019-01-03 12:50:38,2019-01-03 12:51:30,52.213s,PASSED
"login.c_login.logIn(site, userName, userPass)",Chrome 71.0.3578.98,,2019-01-03 12:50:39,2019-01-03 12:50:50,10.768s,PASSED
date = new java.util.Date(),Chrome 71.0.3578.98,,2019-01-03 12:50:50,2019-01-03 12:50:50,0.007s,PASSED
cal = Calendar.getInstance(),Chrome 71.0.3578.98,,2019-01-03 12:50:50,2019-01-03 12:50:50,0.006s,PASSED
cal.setTime(date),Chrome 71.0.3578.98,,2019-01-03 12:50:50,2019-01-03 12:50:50,0.009s,PASSED
month = cal.get(MONTH) + 1,Chrome 71.0.3578.98,,2019-01-03 12:50:50,2019-01-03 12:50:50,0.002s,PASSED
year = cal.get(YEAR),Chrome 71.0.3578.98,,2019-01-03 12:50:50,2019-01-03 12:50:50,0.001s,PASSED
"dayStr = ""01""",Chrome 71.0.3578.98,,2019-01-03 12:50:50,2019-01-03 12:50:50,0.001s,PASSED
"monthStr = """"",Chrome 71.0.3578.98,,2019-01-03 12:50:50,2019-01-03 12:50:50,0.002s,PASSED
yearStr = year.toString(),Chrome 71.0.3578.98,,2019-01-03 12:50:50,2019-01-03 12:50:50,0.001s,PASSED
if (month < 10),Chrome 71.0.3578.98,,2019-01-03 12:50:50,2019-01-03 12:50:50,0.004s,PASSED
fullDate = dayStr + monthStr + yearStr,Chrome 71.0.3578.98,,2019-01-03 12:50:50,2019-01-03 12:50:50,0.001s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-03 12:50:50,2019-01-03 12:50:51,1.022s,PASSED
"waitForElementPresent(findTestObject(""General/mainEmptyBackground""), 15)",Chrome 71.0.3578.98,,2019-01-03 12:50:51,2019-01-03 12:50:51,0.582s,PASSED
"isPreSalaryTabOpen = waitForElementPresent(findTestObject(""Pre-Salary/preSalaryTab""), 5)",Chrome 71.0.3578.98,,2019-01-03 12:50:51,2019-01-03 12:50:56,5.103s,PASSED
if (!(isPreSalaryTabOpen)),Chrome 71.0.3578.98,,2019-01-03 12:50:56,2019-01-03 12:50:58,1.265s,PASSED
"waitForElementPresent(findTestObject(""Pre-Salary/Filters/Date Picker Start/datePickerInputField""), 15)",Chrome 71.0.3578.98,,2019-01-03 12:50:58,2019-01-03 12:50:58,0.625s,PASSED
"click(findTestObject(""Pre-Salary/Filters/Date Picker Start/datePickerInputField""))",Chrome 71.0.3578.98,,2019-01-03 12:50:58,2019-01-03 12:50:58,0.139s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-03 12:50:58,2019-01-03 12:50:59,1.001s,PASSED
"setText(findTestObject(""Pre-Salary/Filters/Date Picker Start/datePickerInputField""), """")",Chrome 71.0.3578.98,,2019-01-03 12:50:59,2019-01-03 12:51:00,0.119s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-03 12:51:00,2019-01-03 12:51:01,1.003s,PASSED
"setText(findTestObject(""Pre-Salary/Filters/Date Picker Start/datePickerInputField""), fullDate)",Chrome 71.0.3578.98,,2019-01-03 12:51:01,2019-01-03 12:51:01,0.820s,PASSED
"waitForElementPresent(findTestObject(""Pre-Salary/Filters/Date Picker Start/datePickerInputField""), 15)",Chrome 71.0.3578.98,,2019-01-03 12:51:01,2019-01-03 12:51:01,0.023s,PASSED
"waitForElementNotPresent(findTestObject(""Pre-Salary/Filters/Drivers Dropdown/isLoadingDropdown""), 15)",Chrome 71.0.3578.98,,2019-01-03 12:51:01,2019-01-03 12:51:02,0.078s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-03 12:51:02,2019-01-03 12:51:03,1.000s,PASSED
"click(findTestObject(""Pre-Salary/Filters/Drivers Dropdown/driversListDropdownOpen""))",Chrome 71.0.3578.98,,2019-01-03 12:51:03,2019-01-03 12:51:03,0.197s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-03 12:51:03,2019-01-03 12:51:04,1.001s,PASSED
try,Chrome 71.0.3578.98,,2019-01-03 12:51:04,2019-01-03 12:51:04,0.135s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-03 12:51:04,2019-01-03 12:51:05,1.000s,PASSED
"click(findTestObject(""Pre-Salary/Filters/Drivers Dropdown/driversListDropdownSelectFirstDriver""))",Chrome 71.0.3578.98,,2019-01-03 12:51:05,2019-01-03 12:51:05,0.112s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-03 12:51:05,2019-01-03 12:51:06,1.002s,PASSED
"click(findTestObject(""Pre-Salary/Data Status/importButton""))",Chrome 71.0.3578.98,,2019-01-03 12:51:06,2019-01-03 12:51:06,0.438s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-03 12:51:06,2019-01-03 12:51:07,1.003s,PASSED
try,Chrome 71.0.3578.98,,2019-01-03 12:51:07,2019-01-03 12:51:26,18.546s,PASSED
"waitForElementPresent(findTestObject(""Pre-Salary/Employee Details/driversReportTable""), 20)",Chrome 71.0.3578.98,,2019-01-03 12:51:26,2019-01-03 12:51:28,1.583s,PASSED
"waitForElementPresent(findTestObject(""Pre-Salary/Employee Details/driversReportTable""), 20)",Chrome 71.0.3578.98,,2019-01-03 12:51:28,2019-01-03 12:51:28,0.013s,PASSED
"verifyElementPresent(findTestObject(""Pre-Salary/Employee Details/driversReportTable""), 2)",Chrome 71.0.3578.98,,2019-01-03 12:51:28,2019-01-03 12:51:28,0.029s,PASSED
"verifyElementPresent(findTestObject(""Pre-Salary/Employee Details/driversCodeId_InDriversReportTableHeader""), 2)",Chrome 71.0.3578.98,,2019-01-03 12:51:28,2019-01-03 12:51:28,0.022s,PASSED
"driverCodeFromReport = getText(findTestObject(""Pre-Salary/Employee Details/driversCodeId_InDriversReportTableHeader""))",Chrome 71.0.3578.98,,2019-01-03 12:51:28,2019-01-03 12:51:28,0.051s,PASSED
if (driverCodeFromReport != driver_Id),Chrome 71.0.3578.98,,2019-01-03 12:51:28,2019-01-03 12:51:28,0.001s,PASSED
"waitForElementPresent(findTestObject(""Pre-Salary/Employee Details/rightSideTable""), 10)",Chrome 71.0.3578.98,,2019-01-03 12:51:28,2019-01-03 12:51:28,0.025s,PASSED
"verifyElementPresent(findTestObject(""Pre-Salary/Employee Details/rightSideTable""), 2)",Chrome 71.0.3578.98,,2019-01-03 12:51:28,2019-01-03 12:51:28,0.016s,PASSED
"waitForElementPresent(findTestObject(""Pre-Salary/Employee Details/rightSideTableDriversId""), 10)",Chrome 71.0.3578.98,,2019-01-03 12:51:28,2019-01-03 12:51:30,1.889s,PASSED
"verifyElementPresent(findTestObject(""Pre-Salary/Employee Details/rightSideTableDriversId""), 2)",Chrome 71.0.3578.98,,2019-01-03 12:51:30,2019-01-03 12:51:30,0.015s,PASSED
"driversCodeFromRightSideTable = getText(findTestObject(""Pre-Salary/Employee Details/rightSideTableDriversId""))",Chrome 71.0.3578.98,,2019-01-03 12:51:30,2019-01-03 12:51:30,0.042s,PASSED
if (driversCodeFromRightSideTable != driver_Id),Chrome 71.0.3578.98,,2019-01-03 12:51:30,2019-01-03 12:51:30,0.001s,PASSED
closeBrowser(),Chrome 71.0.3578.98,,2019-01-03 12:51:30,2019-01-03 12:51:30,0.738s,PASSED
,,,,,,
