Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Pre Salary,Chrome 71.0.3578.98,,2019-01-30 13:34:52,2019-01-30 13:43:39,8m - 47.047s,FAILED
,,,,,,
Test Cases/Pre-Salary/One Driver Calc,Chrome 71.0.3578.98,,2019-01-30 13:34:52,2019-01-30 13:35:38,46.116s,PASSED
"login.c_login.logIn(site, userName, userPass)",Chrome 71.0.3578.98,,2019-01-30 13:34:53,2019-01-30 13:35:03,9.565s,PASSED
date = new java.util.Date(),Chrome 71.0.3578.98,,2019-01-30 13:35:03,2019-01-30 13:35:03,0.006s,PASSED
cal = Calendar.getInstance(),Chrome 71.0.3578.98,,2019-01-30 13:35:03,2019-01-30 13:35:03,0.006s,PASSED
cal.setTime(date),Chrome 71.0.3578.98,,2019-01-30 13:35:03,2019-01-30 13:35:03,0.008s,PASSED
month = cal.get(MONTH) + 1,Chrome 71.0.3578.98,,2019-01-30 13:35:03,2019-01-30 13:35:03,0.001s,PASSED
year = cal.get(YEAR),Chrome 71.0.3578.98,,2019-01-30 13:35:03,2019-01-30 13:35:03,0.000s,PASSED
"dayStr = ""01""",Chrome 71.0.3578.98,,2019-01-30 13:35:03,2019-01-30 13:35:03,0.000s,PASSED
"monthStr = """"",Chrome 71.0.3578.98,,2019-01-30 13:35:03,2019-01-30 13:35:03,0.001s,PASSED
yearStr = year.toString(),Chrome 71.0.3578.98,,2019-01-30 13:35:03,2019-01-30 13:35:03,0.002s,PASSED
if (month < 10),Chrome 71.0.3578.98,,2019-01-30 13:35:03,2019-01-30 13:35:03,0.003s,PASSED
fullDate = dayStr + monthStr + yearStr,Chrome 71.0.3578.98,,2019-01-30 13:35:03,2019-01-30 13:35:03,0.000s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-30 13:35:03,2019-01-30 13:35:04,1.025s,PASSED
"waitForElementPresent(findTestObject(""General/mainEmptyBackground""), 15)",Chrome 71.0.3578.98,,2019-01-30 13:35:04,2019-01-30 13:35:04,0.067s,PASSED
"isPreSalaryTabOpen = waitForElementPresent(findTestObject(""Pre-Salary/preSalaryTab""), 5)",Chrome 71.0.3578.98,,2019-01-30 13:35:04,2019-01-30 13:35:10,6.121s,PASSED
if (!(isPreSalaryTabOpen)),Chrome 71.0.3578.98,,2019-01-30 13:35:10,2019-01-30 13:35:11,1.267s,PASSED
"waitForElementPresent(findTestObject(""Pre-Salary/Filters/Date Picker Start/datePickerInputField""), 15)",Chrome 71.0.3578.98,,2019-01-30 13:35:11,2019-01-30 13:35:12,0.563s,PASSED
"click(findTestObject(""Pre-Salary/Filters/Date Picker Start/datePickerInputField""))",Chrome 71.0.3578.98,,2019-01-30 13:35:12,2019-01-30 13:35:12,0.196s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-30 13:35:12,2019-01-30 13:35:13,1.002s,PASSED
"setText(findTestObject(""Pre-Salary/Filters/Date Picker Start/datePickerInputField""), """")",Chrome 71.0.3578.98,,2019-01-30 13:35:13,2019-01-30 13:35:13,0.102s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-30 13:35:13,2019-01-30 13:35:14,1.001s,PASSED
"setText(findTestObject(""Pre-Salary/Filters/Date Picker Start/datePickerInputField""), fullDate)",Chrome 71.0.3578.98,,2019-01-30 13:35:14,2019-01-30 13:35:15,0.678s,PASSED
"waitForElementPresent(findTestObject(""Pre-Salary/Filters/Date Picker Start/datePickerInputField""), 15)",Chrome 71.0.3578.98,,2019-01-30 13:35:15,2019-01-30 13:35:15,0.021s,PASSED
"waitForElementNotPresent(findTestObject(""Pre-Salary/Filters/Drivers Dropdown/isLoadingDropdown""), 15)",Chrome 71.0.3578.98,,2019-01-30 13:35:15,2019-01-30 13:35:15,0.081s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-30 13:35:15,2019-01-30 13:35:16,1.002s,PASSED
try,Chrome 71.0.3578.98,,2019-01-30 13:35:16,2019-01-30 13:35:16,0.202s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-30 13:35:16,2019-01-30 13:35:17,1.001s,PASSED
try,Chrome 71.0.3578.98,,2019-01-30 13:35:17,2019-01-30 13:35:17,0.138s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-30 13:35:17,2019-01-30 13:35:18,1.000s,PASSED
"click(findTestObject(""Pre-Salary/Filters/Drivers Dropdown/driversListDropdownSelectFirstDriver""))",Chrome 71.0.3578.98,,2019-01-30 13:35:18,2019-01-30 13:35:18,0.114s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-30 13:35:18,2019-01-30 13:35:19,1.001s,PASSED
"click(findTestObject(""Pre-Salary/Data Status/importButton""))",Chrome 71.0.3578.98,,2019-01-30 13:35:19,2019-01-30 13:35:20,0.389s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-30 13:35:20,2019-01-30 13:35:21,1.002s,PASSED
try,Chrome 71.0.3578.98,,2019-01-30 13:35:21,2019-01-30 13:35:34,13.380s,PASSED
"waitForElementPresent(findTestObject(""Pre-Salary/Employee Details/driversReportTable""), 20)",Chrome 71.0.3578.98,,2019-01-30 13:35:34,2019-01-30 13:35:36,1.734s,PASSED
"waitForElementPresent(findTestObject(""Pre-Salary/Employee Details/driversReportTable""), 20)",Chrome 71.0.3578.98,,2019-01-30 13:35:36,2019-01-30 13:35:36,0.024s,PASSED
"verifyElementPresent(findTestObject(""Pre-Salary/Employee Details/driversReportTable""), 2)",Chrome 71.0.3578.98,,2019-01-30 13:35:36,2019-01-30 13:35:36,0.024s,PASSED
"verifyElementPresent(findTestObject(""Pre-Salary/Employee Details/driversCodeId_InDriversReportTableHeader""), 2)",Chrome 71.0.3578.98,,2019-01-30 13:35:36,2019-01-30 13:35:36,0.040s,PASSED
"driverCodeFromReport = getText(findTestObject(""Pre-Salary/Employee Details/driversCodeId_InDriversReportTableHeader""))",Chrome 71.0.3578.98,,2019-01-30 13:35:36,2019-01-30 13:35:36,0.104s,PASSED
if (driverCodeFromReport != driver_Id && !(driverCodeFromReport.contains(driver_Id))),Chrome 71.0.3578.98,,2019-01-30 13:35:36,2019-01-30 13:35:36,0.000s,PASSED
"waitForElementPresent(findTestObject(""Pre-Salary/Employee Details/rightSideTable""), 10)",Chrome 71.0.3578.98,,2019-01-30 13:35:36,2019-01-30 13:35:36,0.046s,PASSED
"verifyElementPresent(findTestObject(""Pre-Salary/Employee Details/rightSideTable""), 2)",Chrome 71.0.3578.98,,2019-01-30 13:35:36,2019-01-30 13:35:36,0.023s,PASSED
"waitForElementPresent(findTestObject(""Pre-Salary/Employee Details/rightSideTableDriversId""), 10)",Chrome 71.0.3578.98,,2019-01-30 13:35:36,2019-01-30 13:35:38,1.753s,PASSED
"verifyElementPresent(findTestObject(""Pre-Salary/Employee Details/rightSideTableDriversId""), 2)",Chrome 71.0.3578.98,,2019-01-30 13:35:38,2019-01-30 13:35:38,0.014s,PASSED
"driversCodeFromRightSideTable = getText(findTestObject(""Pre-Salary/Employee Details/rightSideTableDriversId""))",Chrome 71.0.3578.98,,2019-01-30 13:35:38,2019-01-30 13:35:38,0.044s,PASSED
if (driversCodeFromRightSideTable != driver_Id),Chrome 71.0.3578.98,,2019-01-30 13:35:38,2019-01-30 13:35:38,0.001s,PASSED
closeBrowser(),Chrome 71.0.3578.98,,2019-01-30 13:35:38,2019-01-30 13:35:38,0.651s,PASSED
,,,,,,
Test Cases/Pre-Salary/One Driver Calc,Chrome 71.0.3578.98,,2019-01-30 13:35:38,2019-01-30 13:36:22,43.098s,PASSED
"login.c_login.logIn(site, userName, userPass)",Chrome 71.0.3578.98,,2019-01-30 13:35:39,2019-01-30 13:35:48,9.189s,PASSED
date = new java.util.Date(),Chrome 71.0.3578.98,,2019-01-30 13:35:48,2019-01-30 13:35:48,0.001s,PASSED
cal = Calendar.getInstance(),Chrome 71.0.3578.98,,2019-01-30 13:35:48,2019-01-30 13:35:48,0.000s,PASSED
cal.setTime(date),Chrome 71.0.3578.98,,2019-01-30 13:35:48,2019-01-30 13:35:48,0.001s,PASSED
month = cal.get(MONTH) + 1,Chrome 71.0.3578.98,,2019-01-30 13:35:48,2019-01-30 13:35:48,0.000s,PASSED
year = cal.get(YEAR),Chrome 71.0.3578.98,,2019-01-30 13:35:48,2019-01-30 13:35:48,0.000s,PASSED
"dayStr = ""01""",Chrome 71.0.3578.98,,2019-01-30 13:35:48,2019-01-30 13:35:48,0.001s,PASSED
"monthStr = """"",Chrome 71.0.3578.98,,2019-01-30 13:35:48,2019-01-30 13:35:48,0.000s,PASSED
yearStr = year.toString(),Chrome 71.0.3578.98,,2019-01-30 13:35:48,2019-01-30 13:35:48,0.001s,PASSED
if (month < 10),Chrome 71.0.3578.98,,2019-01-30 13:35:48,2019-01-30 13:35:48,0.000s,PASSED
fullDate = dayStr + monthStr + yearStr,Chrome 71.0.3578.98,,2019-01-30 13:35:48,2019-01-30 13:35:48,0.001s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-30 13:35:48,2019-01-30 13:35:49,1.002s,PASSED
"waitForElementPresent(findTestObject(""General/mainEmptyBackground""), 15)",Chrome 71.0.3578.98,,2019-01-30 13:35:49,2019-01-30 13:35:49,0.533s,PASSED
"isPreSalaryTabOpen = waitForElementPresent(findTestObject(""Pre-Salary/preSalaryTab""), 5)",Chrome 71.0.3578.98,,2019-01-30 13:35:49,2019-01-30 13:35:55,5.750s,PASSED
if (!(isPreSalaryTabOpen)),Chrome 71.0.3578.98,,2019-01-30 13:35:55,2019-01-30 13:35:56,1.287s,PASSED
"waitForElementPresent(findTestObject(""Pre-Salary/Filters/Date Picker Start/datePickerInputField""), 15)",Chrome 71.0.3578.98,,2019-01-30 13:35:56,2019-01-30 13:35:57,0.681s,PASSED
"click(findTestObject(""Pre-Salary/Filters/Date Picker Start/datePickerInputField""))",Chrome 71.0.3578.98,,2019-01-30 13:35:57,2019-01-30 13:35:57,0.116s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-30 13:35:57,2019-01-30 13:35:58,1.002s,PASSED
"setText(findTestObject(""Pre-Salary/Filters/Date Picker Start/datePickerInputField""), """")",Chrome 71.0.3578.98,,2019-01-30 13:35:58,2019-01-30 13:35:58,0.099s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-30 13:35:58,2019-01-30 13:35:59,1.001s,PASSED
"setText(findTestObject(""Pre-Salary/Filters/Date Picker Start/datePickerInputField""), fullDate)",Chrome 71.0.3578.98,,2019-01-30 13:35:59,2019-01-30 13:35:59,0.248s,PASSED
"waitForElementPresent(findTestObject(""Pre-Salary/Filters/Date Picker Start/datePickerInputField""), 15)",Chrome 71.0.3578.98,,2019-01-30 13:35:59,2019-01-30 13:35:59,0.014s,PASSED
"waitForElementNotPresent(findTestObject(""Pre-Salary/Filters/Drivers Dropdown/isLoadingDropdown""), 15)",Chrome 71.0.3578.98,,2019-01-30 13:35:59,2019-01-30 13:35:59,0.022s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-30 13:35:59,2019-01-30 13:36:00,1.001s,PASSED
try,Chrome 71.0.3578.98,,2019-01-30 13:36:00,2019-01-30 13:36:01,0.179s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-30 13:36:01,2019-01-30 13:36:02,1.001s,PASSED
try,Chrome 71.0.3578.98,,2019-01-30 13:36:02,2019-01-30 13:36:02,0.154s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-30 13:36:02,2019-01-30 13:36:03,1.001s,PASSED
"click(findTestObject(""Pre-Salary/Filters/Drivers Dropdown/driversListDropdownSelectFirstDriver""))",Chrome 71.0.3578.98,,2019-01-30 13:36:03,2019-01-30 13:36:03,0.110s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-30 13:36:03,2019-01-30 13:36:04,1.001s,PASSED
"click(findTestObject(""Pre-Salary/Data Status/importButton""))",Chrome 71.0.3578.98,,2019-01-30 13:36:04,2019-01-30 13:36:04,0.346s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-30 13:36:04,2019-01-30 13:36:05,1.000s,PASSED
try,Chrome 71.0.3578.98,,2019-01-30 13:36:05,2019-01-30 13:36:18,12.928s,PASSED
"waitForElementPresent(findTestObject(""Pre-Salary/Employee Details/driversReportTable""), 20)",Chrome 71.0.3578.98,,2019-01-30 13:36:18,2019-01-30 13:36:19,0.928s,PASSED
"waitForElementPresent(findTestObject(""Pre-Salary/Employee Details/driversReportTable""), 20)",Chrome 71.0.3578.98,,2019-01-30 13:36:19,2019-01-30 13:36:20,0.966s,PASSED
"verifyElementPresent(findTestObject(""Pre-Salary/Employee Details/driversReportTable""), 2)",Chrome 71.0.3578.98,,2019-01-30 13:36:20,2019-01-30 13:36:20,0.016s,PASSED
"verifyElementPresent(findTestObject(""Pre-Salary/Employee Details/driversCodeId_InDriversReportTableHeader""), 2)",Chrome 71.0.3578.98,,2019-01-30 13:36:20,2019-01-30 13:36:20,0.025s,PASSED
"driverCodeFromReport = getText(findTestObject(""Pre-Salary/Employee Details/driversCodeId_InDriversReportTableHeader""))",Chrome 71.0.3578.98,,2019-01-30 13:36:20,2019-01-30 13:36:20,0.048s,PASSED
