Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
12-11-2018,Chrome 70.0.3538.102,,2018-11-21 10:07:59,2018-11-21 10:10:31,2m - 32.105s,FAILED
,,,,,,
Test Cases/Basic/Log In,Chrome 70.0.3538.102,,2018-11-21 10:07:59,2018-11-21 10:08:16,16.979s,PASSED
login.c_login.logIn,Chrome 70.0.3538.102,,2018-11-21 10:08:00,2018-11-21 10:08:11,11.220s,PASSED
waitForElementPresent,Chrome 70.0.3538.102,,2018-11-21 10:08:11,2018-11-21 10:08:13,2.208s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-21 10:08:13,2018-11-21 10:08:14,1.022s,PASSED
click,Chrome 70.0.3538.102,,2018-11-21 10:08:14,2018-11-21 10:08:15,0.247s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-21 10:08:15,2018-11-21 10:08:16,1.003s,PASSED
closeBrowser,Chrome 70.0.3538.102,,2018-11-21 10:08:16,2018-11-21 10:08:16,0.720s,PASSED
,,,,,,
Test Cases/Basic/Config Change,Chrome 70.0.3538.102,,2018-11-21 10:08:16,2018-11-21 10:08:45,28.720s,PASSED
Statement - randomNumberInt = java.lang.Math.floor(java.lang.Math.random() * 999 - 100 + 1) + 100,Chrome 70.0.3538.102,,2018-11-21 10:08:17,2018-11-21 10:08:17,0.016s,PASSED
Statement - randomNumber = randomNumberInt.toString(),Chrome 70.0.3538.102,,2018-11-21 10:08:17,2018-11-21 10:08:17,0.000s,PASSED
login.c_login.logIn,Chrome 70.0.3538.102,,2018-11-21 10:08:17,2018-11-21 10:08:25,8.484s,PASSED
waitForElementPresent,Chrome 70.0.3538.102,,2018-11-21 10:08:25,2018-11-21 10:08:28,2.832s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-21 10:08:28,2018-11-21 10:08:29,1.001s,PASSED
click,Chrome 70.0.3538.102,,2018-11-21 10:08:29,2018-11-21 10:08:29,0.188s,PASSED
Statement - Try,Chrome 70.0.3538.102,,2018-11-21 10:08:29,2018-11-21 10:08:30,0.528s,PASSED
Statement - Try,Chrome 70.0.3538.102,,2018-11-21 10:08:30,2018-11-21 10:08:31,0.979s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-21 10:08:31,2018-11-21 10:08:33,2.002s,PASSED
Statement - checkValue = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(System Preferences/System/General/fax_Zip_Code)),Chrome 70.0.3538.102,,2018-11-21 10:08:33,2018-11-21 10:08:33,0.078s,PASSED
Statement - i = 0,Chrome 70.0.3538.102,,2018-11-21 10:08:33,2018-11-21 10:08:33,0.000s,PASSED
Statement - While (checkValue && i < 10),Chrome 70.0.3538.102,,2018-11-21 10:08:33,2018-11-21 10:08:33,0.000s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-21 10:08:33,2018-11-21 10:08:33,0.282s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-21 10:08:33,2018-11-21 10:08:34,1.002s,PASSED
click,Chrome 70.0.3538.102,,2018-11-21 10:08:34,2018-11-21 10:08:34,0.134s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-21 10:08:34,2018-11-21 10:08:35,1.001s,PASSED
click,Chrome 70.0.3538.102,,2018-11-21 10:08:35,2018-11-21 10:08:35,0.172s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-21 10:08:35,2018-11-21 10:08:36,1.001s,PASSED
click,Chrome 70.0.3538.102,,2018-11-21 10:08:36,2018-11-21 10:08:36,0.094s,PASSED
Statement - Try,Chrome 70.0.3538.102,,2018-11-21 10:08:36,2018-11-21 10:08:37,0.731s,PASSED
Statement - Try,Chrome 70.0.3538.102,,2018-11-21 10:08:37,2018-11-21 10:08:39,2.182s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-21 10:08:39,2018-11-21 10:08:44,5.000s,PASSED
acceptAlert,Chrome 70.0.3538.102,,2018-11-21 10:08:44,2018-11-21 10:08:44,0.025s,PASSED
